Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 15:32:27,-0.074783528,36.63219,13.30425,,,350000,5260252.613595011,1243883.02394319,3993552.835271425,2272.783375558796
2023-02-01 15:32:32,-0.027361308,36.63592,13.30384,,,350000,5260007.92413828,1243785.418165794,3993903.275935643,2272.754001464551
2023-02-01 15:32:37,0.003611014,36.63966,13.30342,,,350000,5259762.748308275,1243686.7318887913,3994254.6392951207,2272.72540624084
2023-02-01 15:32:42,-0.020717241,36.6434,13.303,,,350000,5259517.548843049,1243588.0439599152,3994605.9858066207,2272.6968828786817
2023-02-01 15:32:47,-0.023992747,36.65812,13.31132,,,350000,5258335.782025427,1244114.907181681,3995988.6618741513,2271.7049075959435
2023-02-01 15:32:52,-0.05131717,36.66186,13.31091,,,350000,5258090.265976211,1244017.086121537,3996339.9252048167,2271.6758738586122
2023-02-01 15:32:57,-0.021845178,36.66559,13.3105,,,350000,5257845.406686995,1243919.4242849364,3996690.2325393315,2271.64708618186
2023-02-01 15:33:02,-0.019731437,36.68028,13.31882,,,350000,5256665.139921816,1244446.2728068843,3998069.6980797383,2270.6574764439783
2023-02-01 15:33:07,-0.005720622,36.684,13.31842,,,350000,5256420.645118721,1244349.6385618702,3998418.983674364,2270.628350351372
2023-02-01 15:33:12,0.032492581,36.68773,13.31801,,,350000,5256175.663478878,1244251.9240220645,3998769.1914554574,2270.600005255708
2023-02-01 15:33:17,-0.007597525,36.70238,13.32636,,,350000,5254996.929161669,1244781.6720374764,4000144.5100527643,2269.610277242889
2023-02-01 15:33:22,-0.043977655,36.7061,13.32595,,,350000,5254752.529855677,1244684.067733576,4000493.6964966482,2269.5824749236285
2023-02-01 15:33:27,-0.026849547,36.70982,13.32555,,,350000,5254507.889989683,1244587.378814969,4000842.8662457545,2269.5538613084964
2023-02-01 15:33:32,5.3037e-05,36.71355,13.32516,,,350000,5254262.328531883,1244491.443837165,4001192.9578595734,2269.5242649264114
2023-02-01 15:33:37,0.023262308,36.72815,13.33352,,,350000,5253086.170910727,1245022.3688652732,4002563.1281744153,2268.5366435509045
2023-02-01 15:33:42,0.00568444,36.73187,13.33312,,,350000,5252841.409709101,1244925.626914574,4002912.198936118,2268.508470742057
2023-02-01 15:33:47,0.068775573,36.73558,13.33273,,,350000,5252597.089361785,1244829.9614220688,4003260.3146978035,2268.4796571740703
2023-02-01 15:33:52,0.028215807,36.75016,13.3411,,,350000,5251421.5433785645,1245361.6295388467,4004628.2205089857,2267.493321086151
2023-02-01 15:33:57,0.002727196,36.75386,13.34071,,,350000,5251177.807179552,1245266.0743451705,4004975.3162625423,2267.4650451042644
2023-02-01 15:34:02,-0.015118254,36.75758,13.34032,,,350000,5250932.68447089,1245170.1939906948,4005324.2715404658,2267.436501509898
2023-02-01 15:34:07,0.002651413,36.76129,13.33994,,,350000,5250688.003006375,1245075.3898601562,4005672.272118606,2267.4073159743643
2023-02-01 15:34:12,-0.018204906,36.77581,13.34833,,,350000,5249515.5069447225,1245609.3147985965,4007034.0983165344,2266.422348918467
2023-02-01 15:34:17,-0.053062371,36.77952,13.34794,,,350000,5249270.945706058,1245513.5428018654,4007382.017179525,2266.3944133311506
2023-02-01 15:34:22,-0.028889207,36.78322,13.34756,,,350000,5249026.826109089,1245418.8469323907,4007728.9816887607,2266.3658343717025
2023-02-01 15:34:27,-0.054246705,36.79772,13.35597,,,350000,5247854.730260164,1245954.4315792471,4009088.5479756226,2265.3812548781552
2023-02-01 15:34:32,-0.064888228,36.80141,13.35559,,,350000,5247611.196435257,1245859.846115589,4009434.4935819684,2265.3532092601995
2023-02-01 15:34:37,-0.041283214,36.80511,13.35521,,,350000,5247366.957294272,1245765.0967327098,4009781.360179319,2265.3250674959063
2023-02-01 15:34:42,-0.017012177,36.80882,13.35484,,,350000,5247121.795246476,1245671.0991981714,4010129.147631992,2265.295948063857
2023-02-01 15:34:47,-0.000662715,36.82326,13.36326,,,350000,5245952.97619069,1246208.0259099079,4011482.6416504467,2264.313592739053
2023-02-01 15:34:52,-0.05842451,36.82696,13.36289,,,350000,5245708.400336847,1246114.1384953759,4011829.410463923,2264.2850058872727
2023-02-01 15:34:57,-0.048922335,36.83065,13.36252,,,350000,5245464.484409096,1246020.4112881457,4012175.2255680757,2264.256655097707
2023-02-01 15:35:02,-0.027218053,36.84506,13.37095,,,350000,5244296.971978871,1246558.2446544943,4013525.527284357,2263.275718373719
2023-02-01 15:35:07,0.003180375,36.84875,13.37059,,,350000,5244052.742791989,1246465.3809448935,4013871.2615601886,2263.246850361919
2023-02-01 15:35:12,0.01493789,36.85244,13.37022,,,350000,5243808.70836731,1246371.5999522258,4014216.979353488,2263.218934833239
2023-02-01 15:35:17,0.06761433,36.85613,13.36986,,,350000,5243564.433623652,1246278.7321542944,4014562.6806628136,2263.1902079784363
2023-02-01 15:35:22,0.036635427,36.87049,13.37831,,,350000,5242399.307099226,1246818.662694898,4015907.8545807786,2262.2104210309644
2023-02-01 15:35:27,0.023737804,36.87418,13.37795,,,350000,5242154.936960707,1246725.7427881989,4016253.475236278,2262.182058513424
2023-02-01 15:35:32,0.020721971,36.87786,13.3776,,,350000,5241911.010049047,1246633.8982690822,4016598.142824925,2262.1530474636875
2023-02-01 15:35:37,0.046338325,36.89219,13.38606,,,350000,5240747.196699674,1247174.736347242,4017940.1295794495,2261.1746610641435
2023-02-01 15:35:42,0.018775143,36.89587,13.38571,,,350000,5240503.174891276,1247082.8395722997,4018284.716869695,2261.146013129865
2023-02-01 15:35:47,-0.037948419,36.89954,13.38536,,,350000,5240259.814371532,1246991.1034084486,4018628.3514365996,2261.117596947932
2023-02-01 15:35:52,-0.013896328,36.90322,13.38501,,,350000,5240015.747412579,1246899.2023822449,4018972.905946672,2261.0890894973254
2023-02-01 15:35:57,0.016344322,36.91751,13.39348,,,350000,5238853.86227969,1247441.061382569,4020310.707902051,2260.112548842384
2023-02-01 15:36:02,0.03325131,36.92118,13.39314,,,350000,5238610.167237798,1247350.1853032198,4020654.24619454,2260.0836828884253
2023-02-01 15:36:07,0.070410279,36.92485,13.3928,,,350000,5238366.449748534,1247259.3070281674,4020997.768154629,2260.0548869749323
2023-02-01 15:36:12,0.018282742,36.92852,13.39245,,,350000,5238122.927484702,1247167.512333142,4021341.273780895,2260.027042624384
2023-02-01 15:36:17,0.056317075,36.94276,13.40095,,,350000,5236963.22384182,1247712.3842876072,4022673.958380385,2259.0507321689406
2023-02-01 15:36:22,0.074192514,36.94643,13.40061,,,350000,5236719.389942919,1247621.4513677587,4023017.384275429,2259.0223675842276
2023-02-01 15:36:27,0.037935156,36.9501,13.40027,,,350000,5236475.533603452,1247530.5162526933,4023360.7938282983,2258.9940730898606
2023-02-01 15:36:32,0.052793956,36.9643,13.40878,,,350000,5235317.8378943065,1248076.4604116804,4024689.3634694023,2258.0192938814102
2023-02-01 15:36:37,0.093189724,36.96796,13.40845,,,350000,5235074.355008774,1247986.549752077,4025031.7579467176,2257.990636700858
2023-02-01 15:36:42,0.096837124,36.97162,13.40812,,,350000,5234830.8498392375,1247896.6368319541,4025374.136162504,2257.962049312266
2023-02-01 15:36:47,0.134226673,36.97528,13.40778,,,350000,5234587.540169909,1247805.80804407,4025716.4981153538,2257.9344130011687
2023-02-01 15:36:52,0.086054739,36.98944,13.41631,,,350000,5233431.567442398,1248353.6885775838,4027040.8928011158,2256.960562571416
2023-02-01 15:36:57,0.11497554,36.99309,13.41598,,,350000,5233188.632193345,1248263.884210753,4027382.240375389,2256.932560872643
2023-02-01 15:37:02,0.063414144,36.99675,13.41566,,,350000,5232944.771575309,1248174.8274506354,4027724.5068995217,2256.903591358607
2023-02-01 15:37:07,0.057120463,37.00041,13.41534,,,350000,5232700.888712217,1248085.7683459248,4028066.7571510454,2256.874691729092
2023-02-01 15:37:12,0.08652626,37.01452,13.42388,,,350000,5231547.546238899,1248634.8355095366,4029386.045009811,2255.902795799071
2023-02-01 15:37:17,0.117267142,37.01817,13.42356,,,350000,5231304.25626535,1248545.8870613384,4029727.2813628106,2255.8744103358954
2023-02-01 15:37:22,0.076314561,37.02182,13.42324,,,350000,5231060.944171239,1248456.9362884995,4030068.5015238076,2255.8460944192416
2023-02-01 15:37:27,0.098986816,37.02547,13.42292,,,350000,5230817.609957488,1248367.9831916185,4030409.7054914003,2255.8178480516913
2023-02-01 15:37:32,0.107568048,37.03954,13.43148,,,350000,5229665.999007045,1248918.987551757,4031724.8251270037,2254.8468566571723
2023-02-01 15:37:37,0.059493246,37.04318,13.43117,,,350000,5229423.040729033,1248831.0581141938,4032065.015891295,2254.8182406985106
2023-02-01 15:37:42,0.07386924,37.04682,13.43086,,,350000,5229180.060486328,1248743.1262876813,4032405.1905426676,2254.789693992201
2023-02-01 15:37:47,0.058925707,37.06085,13.43942,,,350000,5228030.690868769,1249294.2936054566,4033716.2074558823,2253.8210696103392
