Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 11:11:52,0.025741029,41.64617,10.47032,,,350000,4950914.656320009,914945.3097507844,4448902.353979763,2487.629693721012
2023-02-01 11:11:57,0.029690837,41.64806,10.4731,,,350000,4950725.53916271,915158.7761794698,4449067.841067373,2487.4083991960197
2023-02-01 11:12:02,0.042040306,41.64995,10.47589,,,350000,4950536.247770638,915373.0894408905,4449233.323351998,2487.1863062830294
2023-02-01 11:12:07,0.031764187,41.65184,10.47868,,,350000,4950346.9418332325,915587.3854362717,4449398.800833454,2486.964246115371
2023-02-01 11:12:12,0.0820611,41.65373,10.48147,,,350000,4950157.62135193,915801.6641644703,4449564.273511558,2486.742218701237
2023-02-01 11:12:17,0.050973529,41.65561,10.48426,,,350000,4949969.052133311,916016.0673403434,4449728.865907368,2486.520171842527
2023-02-01 11:12:22,0.037209832,41.65496,10.50612,,,350000,4949668.97869276,917913.7877116634,4449671.959499579,2484.7002224246285
2023-02-01 11:12:27,0.056517235,41.65684,10.50891,,,350000,4949480.314597518,918128.1045045885,4449836.548785722,2484.478259805232
2023-02-01 11:12:32,0.074342839,41.65871,10.5117,,,350000,4949292.401796496,918342.5461981379,4450000.257881659,2484.256276971121
2023-02-01 11:12:37,0.077524616,41.66058,10.51449,,,350000,4949104.474549941,918556.9707848423,4450163.962274717,2484.0343264243897
2023-02-01 11:12:42,0.074049417,41.66245,10.51729,,,350000,4948916.372503338,918772.2420124379,4450327.661964717,2483.8115772877927
2023-02-01 11:12:47,0.09447097,41.66432,10.52008,,,350000,4948728.41633255,918986.6323492615,4450491.35695148,2483.589691367561
2023-02-01 11:12:52,0.070391882,41.66361,10.5419,,,350000,4948432.4500208115,920881.3122768814,4450429.205932837,2481.7729657403843
2023-02-01 11:12:57,0.065032642,41.66547,10.54469,,,350000,4948245.165105283,921095.7594762483,4450592.022655847,2481.551109323664
2023-02-01 11:13:02,0.078832623,41.66732,10.54748,,,350000,4948058.631624481,921310.3322379446,4450753.95940424,2481.329231292456
2023-02-01 11:13:07,0.067219084,41.66918,10.55028,,,350000,4947871.157113192,921525.6089819729,4450916.766845395,2481.1066081389704
2023-02-01 11:13:12,0.058072172,41.67103,10.55308,,,350000,4947684.434006703,921741.0113059911,4451078.694361493,2480.8839631793403
2023-02-01 11:13:17,0.062463927,41.67288,10.55587,,,350000,4947497.85739241,921955.5331136904,4451240.617273626,2480.662180851813
2023-02-01 11:13:22,0.059707281,41.67211,10.57765,,,350000,4947206.003302045,923847.1841378355,4451173.222891166,2478.8486640626224
2023-02-01 11:13:27,0.04181006,41.67396,10.58044,,,350000,4947019.3324386915,924061.6213240747,4451335.143115501,2478.6269630979295
2023-02-01 11:13:32,0.028039993,41.67579,10.58324,,,350000,4946834.017652976,924277.1911297675,4451495.308321083,2478.4043540652237
2023-02-01 11:13:37,0.026620707,41.67763,10.58603,,,350000,4946648.084010513,924491.7375908825,4451656.344203984,2478.1826618897694
2023-02-01 11:13:42,0.000883736,41.67947,10.58883,,,350000,4946461.974685577,924707.1304978874,4451817.375531954,2477.960170729643
2023-02-01 11:13:47,0.021333519,41.6813,10.59163,,,350000,4946276.616923561,924922.6496878295,4451977.527171633,2477.737656249102
2023-02-01 11:13:52,0.006412407,41.68048,10.61336,,,350000,4945988.276054897,926810.2762792711,4451905.765791883,2475.928219642973
2023-02-01 11:13:57,0.009937665,41.6823,10.61616,,,350000,4945803.589831036,927025.8553421487,4452065.039824987,2475.705729532991
2023-02-01 11:14:02,-0.002643528,41.68412,10.61896,,,350000,4945618.889334547,927241.4176273776,4452224.309401226,2475.483270654043
2023-02-01 11:14:07,-0.01488207,41.68595,10.62176,,,350000,4945433.408644731,927456.8194943435,4452384.449591195,2475.2608987126755
2023-02-01 11:14:12,-0.007276936,41.68776,10.62456,,,350000,4945249.445529222,927672.4918604934,4452542.835182452,2475.038446620584
2023-02-01 11:14:17,-0.019784178,41.68958,10.62736,,,350000,4945064.702223146,927888.0038061816,4452702.091387114,2474.816081481748
2023-02-01 11:14:22,-0.027026914,41.6887,10.64905,,,350000,4944780.484206518,929772.6236156683,4452625.088943631,2473.0098254505315
2023-02-01 11:14:27,-0.02642433,41.69051,10.65185,,,350000,4944596.412788732,929988.1966261043,4452783.467836815,2472.7874825989843
2023-02-01 11:14:32,-0.023383676,41.69232,10.65465,,,350000,4944412.327152174,930203.7529333862,4452941.842321248,2472.5651707857114
2023-02-01 11:14:37,-0.03718426,41.69412,10.65745,,,350000,4944228.993254483,930419.4366763076,4453099.337436088,2472.3428333941165
2023-02-01 11:14:42,-0.037276445,41.69592,10.66025,,,350000,4944045.6451813085,930635.1037990376,4453256.828190439,2472.120526797335
2023-02-01 11:14:47,-0.05163165,41.69772,10.66306,,,350000,4943862.1204698365,930851.6171672241,4453414.314584147,2471.897420648529
